frequency,character,canto,definition,radical,stroke_count,pinyin
1852,缝,fung4,"sew, mend",糸,13,fèng
1853,悔,fui3,"repent, show remorse, regret",心,10,huǐ
1854,邀,jiu1,"invite, welcome; meet, intercept",辵,16,yāo
1855,玲,ling4,tinkling of jade,玉,9,líng
1856,惟,wai4,"but, however, nevertheless; only",心,11,wéi
1857,斥,cik1,"to scold, upbraid, accuse, reproach",斤,5,chì
1858,宅,zaak6,"residence, dwelling, home; grave",宀,6,zhái
1859,添,tim1,"append, add to; increase",水,11,tiān
1860,挖,waat3,"dig, dig out, gouge out, scoop",手,9,wā
1861,呵,,scold; laughing sound; yawn,口,8,ā
1862,讼,zung6,"accuse; argue, dispute; litigate",言,6,sòng
1863,氧,joeng5,oxygen,气,10,yǎng
1864,浩,hou6,"great, numerous, vast, abundant",水,10,hào
1865,羽,jyu5,"feather, plume; wings; rad. 124",羽,6,yǔ
1866,斤,gan1,"a catty (approximately 500 g); an axe; keen, shrewd; KangXi radical number 69",斤,4,jīn
1867,酷,huk6,"strong, stimulating; very",酉,14,kù
1868,掠,loek6,"rob, ransack, plunder; pass by",手,11,lüè
1869,妖,jiu1,"strange, weird, supernatural",女,7,yāo
1870,祸,wo6,"misfortune, calamity, disaster",示,11,huò
1871,侍,si6,"serve, attend upon; attendant, servant; samurai",人,8,shì
1872,乙,jyut6,second; 2nd heavenly stem,乙,1,yǐ
1873,妨,fong4,"interfere with, impede, obstruct",女,7,fáng
1874,贪,taam1,"be greedy, covet; covetous",貝,8,tān
1875,挣,zang1,"strive, endeavor, struggle",手,9,zhēng
1876,汪,wong1,"vast, extensive, deep; surname",水,7,wāng
1877,尿,niu6,urine; urinate,尸,7,niào
1878,莉,lei6,white jasmine,艸,10,lì
1879,悬,jyun4,"hang, suspend, hoist; be hung",心,11,xuán
1880,唇,seon4,lips,口,10,chún
1881,翰,hon6,"writing brush, pen, pencil",羽,16,hàn
1882,仓,cong1,granary; berth; sea,人,4,cāng
1883,轨,gwai2,"track, rut, path",車,6,guǐ
1884,枚,mui4,"stalk of shrub, trunk of tree",木,8,méi
1885,盐,jim4,salt,皿,10,yán
1886,览,laam5,"look at, inspect; perceive",見,9,lǎn
1887,傅,fu6,"tutor, teacher; assist; surname",人,12,fù
1888,帅,seoi3,"commander, commander-in-chief",巾,5,shuài
1889,庙,miu6,"temple, shrine; imperial court",广,8,miào
1890,芬,fan1,"fragrance, aroma; perfume",艸,7,fēn
1891,屏,ping4,"folding screen, shield",尸,9,píng
1892,寺,zi6,"court, office; temple, monastery",寸,6,sì
1893,胖,bun6,"fat, obese; fatty",肉,9,pàng
1894,璃,lei4,glass,玉,14,lí
1895,愚,jyu4,"stupid, doltish, foolish",心,13,yú
1896,滴,dik6,drip; drop of water,水,14,dī
1897,疏,so1,"neglect; careless, lax",疋,12,shū
1898,萧,siu1,common artemisia; dejected,艸,11,xiāo
1899,姿,zi1,,女,9,zī
1900,颤,zin3,"shiver, tremble; trembling",頁,19,chàn
1901,丑,cau2,"clown, comedian; 2nd terrestrial branch",一,4,chǒu
1902,劣,lyut3,"bad, inferior; slightly",力,6,liè
1903,柯,o1,"axe-handle; stalk, bough; surname",木,9,kē
1904,寸,cyun3,"inch; small, tiny; KangXi radical 41",寸,3,cùn
1905,扔,jing4,"throw, hurl; throw away, cast",手,5,rēng
1906,盯,ding1,"rivet gaze upon, keep eyes on",目,7,dīng
1907,辱,juk6,"humiliate, insult, abuse",辰,10,rǔ
1908,匹,pat1,bolt of cloth; counter for horses,匸,4,pǐ
1909,俱,keoi1,"all, together; accompany",人,10,jù
1910,辨,bin.6,"distinguish, discriminate",辛,16,biàn
1911,饿,ngo6,hungry; greedy for; hunger,食,10,è
1912,蜂,fung1,"bee, wasp, hornet",虫,13,fēng
1913,哦,ngo4,oh? really? is that so?,口,10,ó
1914,腔,hong1,chest cavity; hollow in body,肉,12,qiāng
1915,郁,wat1,"sweet smelling, rich in aroma; (Cant.) to move, hit",邑,8,yù
1916,溃,kui2,flooding river; militarily defeat,水,12,kuì
1917,谨,gan2,"prudent, cautious; attentive",言,13,jǐn
1918,糟,zou1,"sediment, dregs; pickle",米,17,zāo
1919,葛,got3,edible bean; surname,艸,12,gé
1920,苗,miu4,sprouts; Miao nationality,艸,8,miáo
1921,肠,coeng4,intestines; emotions; sausage,肉,7,cháng
1922,忌,gei6,"jealous, envious; fear",心,7,jì
1923,溜,lau1,"slide, glide, slip; slippery",水,13,liū
1924,鸿,hung4,species of wild swan; vast,鳥,11,hóng
1925,爵,zoek3,feudal title or rank,爪,17,jué
1926,鹏,paang4,fabulous bird of enormous size,鳥,13,péng
1927,鹰,jing1,falcon; Accipiter species (various),鳥,18,yīng
1928,笼,lung4,cage; cage-like basket,竹,11,lóng
1929,丘,jau1,hill; elder; empty; a name,一,5,qiū
1930,桂,gwai3,cassia or cinnamon,木,10,guì
1931,滋,zi1,"grow, multiply, increase; thrive",水,12,zī
1932,聊,liu4,"somewhat, slightly, at least",耳,11,liáo
1933,挡,dong2,"obstruct, impede; stop; resist",手,9,dǎng
1934,纲,gong1,"heavy rope, hawser; main points",糸,7,gāng
1935,肌,gei1,muscle tissue; meat on bones,肉,6,jī
1936,茨,ci4,"thatching; caltrop, Tribulus terrestris",艸,9,cí
1937,壳,hok3,"casing, shell, husk",士,7,ké
1938,痕,han4,scar; mark; trace,疒,11,hén
1939,碗,wun2,"bowl, small dish",石,13,wǎn
1940,穴,jyut6,"cave, den, hole; KangXi radical 116",穴,5,xué
1941,膀,bong.2,upper arm; shoulder; wing,肉,14,bǎng
1942,卓,coek3,"profound, brilliant, lofty",十,8,zhuō
1943,贤,jin4,"virtuous, worthy, good; able",貝,8,xián
1944,卧,,lie down; crouch,臣,8,wò
1945,膜,mok6,membrane; to kneel and worship,肉,14,mó
1946,毅,ngai6,"resolute, decisive, firm, persist",殳,15,yì
1947,锦,gam2,"brocade, tapestry; embroidered",金,13,jǐn
1948,欠,him3,"owe, lack, be deficient; KangXi radical number 76",欠,4,qiàn
1949,哩,lei1,mile,口,10,lī
1950,函,haam4,correspondence; a case; a box,凵,8,hán
1951,茫,mong4,"vast, boundless, widespread",艸,9,máng
1952,昂,ngong.4,"rise, raise; proud, bold; upright",日,8,áng
1953,薛,sit3,kind of marsh grass; feudal state,艸,16,xuē
1954,皱,zau3,"wrinkles, creases, folds",皮,10,zhòu
1955,夸,kwaa1,"extravagant, luxurious; handsome",大,6,kuā
1956,豫,jyu6,"relaxed, comfortable, at ease",豕,15,yù
1957,胃,wai6,stomach; gizzard of fowl,肉,9,wèi
1958,舌,sit6,tongue; clapper of bell; KangXi radical 135,舌,6,shé
1959,剥,mok1,peel,刀,10,bō
1960,傲,ngou.6,"proud, haughty, overbearing",人,12,ào
1961,拾,sap6,"pick up, collect, tidy up; accounting form of the numeral ten",手,9,shí
1962,窝,wo1,"nest; cave, den; hiding place",穴,12,wō
1963,睁,zaang1,open eyes; stare,目,11,zhēng
1964,携,kwai4,"lead by hand, take with; carry",手,13,xié
1965,陵,ling4,"hill, mound; mausoleum",阜,10,líng
1966,哼,hang1,"hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval",口,10,hēng
1967,棉,min4,cotton; cotton padded,木,12,mián
1968,晴,cing4,"clear weather, fine weather",日,12,qíng
1969,铃,ling4,bell,金,10,líng
1970,填,tin4,"fill in, fill up; make good",土,13,tián
1971,饲,zi6,raise animals; feed; nourish,食,8,sì
1972,渴,hot3,"thirsty, parched; yearn, pine",水,12,kě
1973,吻,man5,kiss; the lips; coinciding,口,7,wěn
1974,扮,baan.6,dress up; dress up as,手,7,bàn
1975,逆,jik6,"disobey, rebel; rebel, traitor",辵,9,nì
1976,脆,ceoi3,"crisp; fragile, frail; brittle",肉,10,cuì
1977,喘,cyun2,"pant, gasp, breathe heavily",口,12,chuǎn
1978,罩,zaau3,basket for catching fish; cover,网,13,zhào
1979,卜,buk1,fortune telling; prophesy,卜,2,bo
1980,炉,lou4,"fireplace, stove, oven, furnace",火,8,lú
1981,柴,caai4,"firewood, faggots, fuel",木,10,chái
1982,愉,jyu4,"pleasant, delightful; please",心,12,yú
1983,绳,sing4,"rope, string, cord; control",糸,11,shéng
1984,胎,toi1,"unborn child, embryo, fetus",肉,9,tāi
1985,蓄,cuk1,"store, save, hoard, gather",艸,13,xù
1986,眠,min4,"close eyes, sleep; hibernate",目,10,mián
1987,竭,kit3,put forth great effort; exhaust,立,14,jié
1988,喂,wai3,interjection to call attention,口,12,wèi
1989,傻,so4,"foolish, silly, stupid; an imbecile",人,13,shǎ
1990,慕,mou6,"long for, desire; admire",心,14,mù
1991,浑,wan4,"muddy, turbid; blend, merge, mix",水,9,hún
1992,奸,gaan1,"crafty, villainous, false",女,6,jiān
1993,扇,sin3,fan; door panel,戶,10,shàn
1994,柜,gwai6,"cabinet, cupboard; shop counter",木,8,guì
1995,悦,jyut6,"pleased, contented, gratified",心,10,yuè
1996,拦,laan4,"obstruct, impede, bar, hinder",手,8,lán
1997,诞,daan3,"bear children, give birth; birth",言,8,dàn
1998,饱,baau.2,,食,8,bǎo
1999,乾,gon1,"dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male)",乙,11,gān
2000,泡,paau3,"bubbles, suds; blister; soak",水,8,pào
2001,贼,caak6,"thief, traitor; kill",貝,10,zéi
2002,亭,ting4,pavilion; erect,亠,9,tíng
2003,夕,zik6,"evening, night, dusk; slanted",夕,3,xī
2004,爹,de1,"father, daddy",父,10,diē
2005,酬,cau4,"toast; reward, recompense",酉,13,chóu
2006,儒,jyu4,Confucian scholar,人,16,rú
2007,姻,Jan1,relatives by marriage,女,9,yīn
2008,卵,leon2,egg; ovum; roe; spawn,卩,7,luǎn
2009,氛,fan1,"gas, vapor, air",气,8,fēn
2010,泄,sit3,leak; vent; flow; reveal,水,8,xiè
2011,杆,gon1,pole; shaft of spear,木,7,gān
2012,挨,aai.1,"near, close by, next to, towards, against; to wait; to lean on",手,10,āi
2013,僧,zang1,"Buddhist priest, monk; san of Sanskrit sangha",人,14,sēng
2014,蜜,mat6,honey; sweet; nectar,虫,14,mì
2015,吟,jam4,"sing, hum; recite; type of poetry",口,7,yín
2016,猩,sing1,species of orangutan,犬,12,xīng
2017,遂,seoi6,"comply with, follow along; thereupon",辵,12,suì
2018,狭,haap6,"narrow, limited; narrow-minded",犬,9,xiá
2019,肖,ciu3,"look like, resemble, be like",肉,7,xiào
2020,甜,tim4,"sweet, sweetness",甘,11,tián
2021,霞,haa4,rosy clouds,雨,17,xiá
2022,驳,bok3,"varicolored, variegated; mixed",馬,7,bó
2023,裕,jyu6,"abundant, rich, plentiful",衣,12,yù
2024,顽,waan4,"obstinate, stubborn; recalcitrant",頁,10,wán
2025,於,jyu1,"in, at, on; interjection alas!",方,8,yú
2026,摘,zaak6,"pluck, pick; select; specify",手,14,zhāi
2027,矮,ngai.2,"short, dwarf; low",矢,13,ǎi
2028,秒,miu5,beard of grain or corn; a second,禾,9,miǎo
2029,卿,hing1,"noble, high officer",卩,10,qīng
2030,畜,cuk1,"livestock, domestic animals",田,10,chù
2031,咽,jit3,throat; pharynx,口,9,yàn
2032,披,pei1,wear; split; crack,手,8,pī
2033,辅,fu6,cheek bone; protective; assist,車,11,fǔ
2034,勾,ngau1,"hook, join, connect; entice",勹,4,gōu
2035,盆,pun4,"basin, tub, pot, bowl",皿,9,pén
2036,疆,goeng1,"boundary, border, frontier",田,19,jiāng
2037,赌,dou2,"bet, gamble, wager; compete",貝,12,dǔ
2038,塑,sou3,"model in clay, sculpt; plastics",土,13,sù
2039,畏,wai3,"fear, dread, awe, reverence",田,9,wèi
2040,吵,caau2,"argue, dispute; disturb, annoy",口,7,chǎo
2041,囊,nong4,"bag, purse, sack; put in bag",口,22,náng
2042,嗯,ng2,final particle,口,13,ń
2043,泊,paak3,anchor vessel; lie at anchor,水,8,pō
2044,肺,fai3,lungs,肉,8,fèi
2045,骤,zaau6,procedure; gallop; sudden(ly),馬,17,zhòu
2046,缠,cin4,"wrap, wind around; tie, bind",糸,13,chán
2047,冈,gong1,ridge or crest of hill,冂,4,gāng
2048,羞,sau1,"disgrace, shame; ashamed; shy",羊,10,xiū
2049,瞪,dang6,stare at,目,17,dèng
2050,吊,diu3,"condole, mourn, pity; hang",口,6,diào
2051,贾,gaa2,"surname; merchant; buy, trade",貝,10,jiǎ
2052,漏,lau6,"leak, drip; funnel; hour glass",水,14,lòu
2053,斑,baan.1,"mottled, striped, freckle",文,12,bān
2054,涛,tou4,large waves,水,10,tāo
2055,悠,jau4,"long, far, remote, distant; liesurely",心,11,yōu
2056,鹿,luk6,deer; surname; KangXi radical 198,鹿,11,lù
2057,俘,fu1,prisoner of war; take as prisoner,人,9,fú
2058,锡,sek3,"tin, stannum; bestow, confer",金,13,xī
2059,卑,bei.1,"humble, low, inferior; despise",十,8,bēi
2060,葬,zong3,"bury, inter",艸,12,zàng
2061,铭,ming4,"inscribe, engrave",金,11,míng
2062,滩,taan1,"bank, a sandbar, shoal; rapids",水,13,tān
2063,嫁,gaa3,"to marry, give a daughter in marriage",女,13,jià
2064,催,ceoi1,"press, urge",人,13,cuī
2065,璇,syun4,beautiful jade; star,玉,15,xuán
2066,翅,ci3,wings; fin,羽,10,chì
2067,盒,hap6,small box or case; casket,皿,11,hé
2068,蛮,maan4,"barbarians; barbarous, savage",虫,12,mán
2069,矣,ji5,particle of completed action,矢,7,yǐ
2070,潘,pun1,surname; water in which rice has been rinsed; a river that flows into the Han,水,15,pān
2071,歧,kei4,fork of road; branching off,止,8,qí
2072,赐,ci3,"give, bestow favors; appoint",貝,12,cì
2073,鲍,baau.1,abalone; dried fish; surname,魚,13,bào
2074,锅,wo1,"cooking-pot, saucepan",金,12,guō
2075,廊,long4,"corridor, porch, veranda",广,11,láng
2076,拆,caak3,"to break up, split apart, rip open; to destroy",手,8,chāi
2077,灌,gun3,"pour; water; irrigate, flood",水,20,guàn
2078,勉,min5,"endeavor, make effort; urge",力,9,miǎn
2079,盲,maang4,"blind; unperceptive, shortsighted",目,8,máng
2080,宰,zoi2,to slaughter; to rule,宀,10,zǎi
2081,佐,zo3,"assist, aid, second; subordinate",人,7,zuǒ
2082,啥,saa1,what?,口,11,shà
2083,胀,zoeng3,"swell, inflate, expand",肉,8,zhàng
2084,扯,ce2,"rip up, tear down; raise; haul",手,7,chě
2085,禧,hei1,happiness; congratulations,示,16,xǐ
2086,辽,liu4,"distant, far",辵,5,liáo
2087,抹,mut3,"smear, apply, wipe off, erase",手,8,mǒ
2088,筒,tung2,thick piece of bamboo; pipe,竹,12,tǒng
2089,棋,kei4,chess; any game similar to chess,木,12,qí
2090,裤,fu3,"trousers, pants",衣,12,kù
2091,唉,aai.1,"alas, exclamation of surprise or pain",口,10,āi
2092,朴,pok3,"simple, unadorned; sincere; surname; a tree",木,6,pǔ
2093,咐,fu3,"instruct, order",口,8,fù
2094,孕,Jan6,"be pregnant, pregnancy",子,5,yùn
2095,誓,sai6,"swear, pledge; oath",言,14,shì
2096,喉,hau4,"throat, gullet, larynx; guttural",口,12,hóu
2097,妄,mong5,"absurd, foolish, reckless; false",女,6,wàng
2098,拘,keoi1,"restrain, seize, detain",手,8,jū
2099,链,lin2,"chain, wire, cable; chain, shack",金,12,liàn
2100,驰,ci4,go quickly or swiftly; hurry,馬,6,chí
2101,栏,laan4,"railing, balustrade; animal pan",木,9,lán
2102,逝,sai6,pass away; die,辵,10,shì
2103,窃,sit3,"secretly, stealthily; steal; thief",穴,9,qiè
2104,艳,jim6,"beautiful, sexy, voluptuous",色,10,yàn
2105,臭,cau3,"smell, stink, emit foul odor",自,10,chòu
2106,纤,cim1,"fine, delicate; minute; graceful",糸,6,xiān
2107,玑,gei1,pearl that is not quite round,玉,6,jī
2108,棵,po1,numerary adjunct for trees,木,12,kē
2109,趁,can3,"take advantage of, avail oneself",走,12,chèn
2110,匠,zoeng6,"craftsman, artisan; workman",匚,6,jiàng
2111,盈,jing4,"fill; full, overflowing; surplus",皿,9,yíng
2112,翁,jung1,"old man; father, father-in-law",羽,10,wēng
2113,愁,sau4,"anxiety; to worry about, be anxious",心,13,chóu
2114,瞬,seon3,"wink, blink; in a wink, a flash",目,17,shùn
2115,婴,jing1,"baby, infant; bother",女,11,yīng
2116,孝,haau3,"filial piety, obedience; mourning",子,7,xiào
2117,颈,geng2,"neck, throat",頁,11,jǐng
2118,倘,soeng4,"if, supposing, in event of",人,10,tǎng
2119,浙,zit3,Zhejiang province; river,水,10,zhè
2120,谅,loeng6,"excuse, forgive; guess, presume",言,10,liàng
2121,蔽,bai.3,"cover, hide, conceal; shelter",艸,14,bì
2122,畅,coeng3,"smoothly, freely, unrestrained",日,8,chàng
2123,赠,zang6,"give present; bestow, confer",貝,16,zèng
2124,妮,nei4,"maid, servant girl; cute girl",女,8,nī
2125,莎,saa1,"kind of sedge grass, used anciently for raincoats",艸,10,shā
2126,尉,wai3,"officer, military rank",寸,11,wèi
2127,冻,dung3,"freeze; cold, congeal; jelly",冫,7,dòng
2128,跪,gwai6,kneel,足,13,guì
2129,闯,cong2,"rush in, burst in, charge in",門,6,chuǎng
2130,葡,pou4,grapes,艸,12,pú
2131,後,hau6,"behind, rear, after; descendents",彳,9,hòu
2132,厨,cyu4,kitchen; closet; cupboard,厂,12,chú
2133,鸭,ngaap3,duck; Anas species (various),鳥,10,yā
2134,颠,din1,"top, peak, summit; upset",頁,16,diān
2135,遮,ze1,"cover, shield, protect",辵,14,zhē
2136,谊,ji4,"friendship; appropriate, suitable",言,10,yì
2137,圳,zan3,"furrow in field, small drainage ditch",土,6,zhèn
2138,吁,heoi1,,口,6,xū
2139,仑,leon4,"logical reasons, logical order",人,4,lún
2140,辟,pik.1,"law, rule; open up, develop",辛,13,pì
2141,瘤,lau4,"tumor, lump, goiter",疒,15,liú
2142,嫂,sou2,,女,12,sǎo
2143,陀,to4,"steep bank, rough terrain",阜,7,tuó
2144,框,kwaang1,frame; framework; door frame,木,10,kuāng
2145,谭,taam4,surname,言,14,tán
2146,亨,hang1,"smoothly, progressing, no trouble",亠,7,hēng
2147,钦,jam1,"respect, admire; respectful",金,9,qīn
2148,庸,jung4,"usual, common, ordinary, mediocre",广,11,yōng
2149,歉,hip3,"deficient, lacking, insufficient",欠,14,qiàn
2150,芝,zi1,,艸,6,zhī
2151,吼,haau1,"roar, shout; bark, howl",口,7,hǒu
2152,甫,pou2,"begin; man, father; great; a distance of ten li",用,7,fǔ
2153,衫,saam1,shirt; robe; gown; jacket,衣,8,shān
2154,摊,taan1,"spread out, open; apportion",手,13,tān
2155,宴,jin3,"to entertain, feast; a feast, banquet",宀,10,yàn
2156,嘱,zuk1,"order, tell, instruct, leave word",口,15,zhǔ
2157,衷,zung1,,衣,10,zhōng
2158,娇,giu1,seductive and loveable; tender,女,9,jiāo
2159,陕,sim2,mountain pass; Shanxi province,阜,8,shǎn
2160,矩,geoi2,,矢,9,jǔ
2161,浦,pou4,"bank of river, shore; surname",水,10,pǔ
2162,讶,ngaa6,"express surprise, be surprised",言,6,yà
2163,耸,sung2,"urge on; rise up; stir, excite",耳,10,sǒng
2164,裸,lo2,"bare, nude; undress, strip",衣,13,luǒ
2165,碧,bik.1,"jade; green, blue",石,14,bì
2166,摧,ceoi1,"destroy, break, injure",手,14,cuī
2167,薪,san1,"fuel, firewood; salary",艸,16,xīn
2168,淋,lam4,"drip, soak, drench; perfectly",水,11,lín
2169,耻,ci2,"shame, humiliation; ashamed",耳,10,chǐ
2170,胶,gaau1,"glue, gum, resin, rubber; sound; shin bone",肉,10,jiāo
2171,屠,tou4,"butcher, slaughter, massacre",尸,11,tú
2172,鹅,ngo4,goose,鳥,12,é
2173,饥,gei1,"hunger, starving; hungry; a famine",食,5,jī
2174,盼,paan3,"look, gaze; expect, hope for",目,9,pàn
2175,脖,but6,neck,肉,11,bó
2176,虹,hung4,rainbow,虫,9,hóng
2177,翠,ceoi3,color green; kingfisher,羽,14,cuì
2178,崩,bang.1,"rupture, split apart, collapse",山,11,bēng
2179,账,zoeng3,"accounts; bill, debt; credit",貝,8,zhàng
2180,萍,ping4,"duckweed; wandering, traveling",艸,11,píng
2181,逢,fung4,"come upon, happen meet; flatter",辵,10,féng
2182,赚,zaan6,"make money, earn; gain, profit",貝,14,zhuàn
2183,撑,caang1,"prop up, support; brace",手,15,chēng
2184,翔,coeng4,"soar, glide, hover; detailed",羽,12,xiáng
2185,倡,coeng1,"guide, leader; lead, introduce",人,10,chàng
2186,绵,min4,"cotton wad; wool; soft, downy",糸,11,mián
2187,猴,hau4,"monkey, ape; monkey-like",犬,12,hóu
2188,枯,fu1,"dried out, withered, decayed",木,9,kū
2189,巫,mou4,"wizard, sorcerer, witch, shaman",工,7,wū
2190,昭,ciu1,"bright, luminous; illustrious",日,9,zhāo
2191,怔,zing1,a disease resembling neurosis,心,8,zhēng
2192,渊,jyun1,"surge up, bubble up, gush forth",水,11,yuān
2193,凑,cau3,"piece together, assemble",冫,11,còu
2194,溪,kai1,"mountain stream, creek",水,13,xī
2195,蠢,ceon2,wriggle; stupid; silly; fat,虫,21,chǔn
2196,禅,sim3,,示,12,chán
2197,阐,cin2,"explain, clarify, elucidate",門,11,chǎn
2198,旺,wong6,prosper; prosperous; increase,日,8,wàng
2199,寓,jyu6,residence; lodge; dwell,宀,12,yù
2200,藤,tang4,"rattan, cane; creeper plant",艸,18,téng
2201,匪,fei2,"bandits, robbers, gangsters",匚,10,fěi
2202,伞,saan3,"umbrella, parasol, parachute",人,6,sǎn
2203,碑,bei.1,stone tablet; gravestone,石,13,bēi
2204,挪,no4,"move, shift on one side",手,9,nuó
2205,琼,king4,"jade; rare, precious; elegant; (Cant.) to coagulate",玉,12,qióng
2206,脂,zi1,"fat, grease, lard; grease",肉,10,zhī
2207,谎,fong1,lie,言,11,huǎng
2208,慨,koi3,"sigh, regret; generous",心,12,kǎi
2209,菩,pou4,"herb, aromatic plant",艸,11,pú
2210,萄,tou4,grapes,艸,11,táo
2211,狮,si1,lion,犬,9,shī
2212,掘,gwat6,"dig, excavate; excavate cave",手,11,jué
2213,抄,caau1,"copy, confiscate, seize",手,7,chāo
2214,岭,leng5,"mountain ridge, mountain peak",山,8,lǐng
2215,晕,wan4,"halo in sky; fog; dizzy, faint",日,10,yūn
2216,逮,dai6,"seize, catch; reach, arrive",辵,11,dǎi
2217,砍,ham2,"hack, chop, cut, fell",石,9,kǎn
2218,掏,tou4,take out; pull out; clean out,手,11,tāo
2219,狄,dik6,tribe from northern china; surnam,犬,7,dí
2220,晰,sik1,"clear, evident; clearly",日,12,xī
2221,罕,hon2,"rare, scarce; surname",网,7,hǎn
2222,挽,waan5,"pull; pull back, draw back",手,10,wǎn
2223,脾,pei4,"spleen, pancreas; disposition",肉,12,pí
2224,舟,zau1,"boat, ship; KangXi radical 137",舟,6,zhōu
2225,痴,ci1,"foolish, stupid, dumb, silly",疒,13,chī
2226,蔡,coi3,surname; species of tortoise,艸,14,cài
2227,剪,zin2,"scissors; cut, divide, separate",刀,11,jiǎn
2228,脊,zek3,"spine, backbone; ridge",肉,10,jí
2229,弓,gung1,"bow; curved, arched; KangXi radical number 57",弓,3,gōng
2230,懒,laan5,"lazy, languid, listless",心,16,lǎn
2231,叉,caa1,"crotch; fork, prong",又,3,chā
2232,拐,gwaai2,"kidnap, abduct; turn",手,8,guǎi
2233,喃,naam4,"keep talking, chattering; mumble",口,12,nán
2234,僚,liu4,"companion, colleague; officials; bureaucracy; a pretty face",人,14,liáo
2235,捐,gyun1,"contribute; give up, renounce",手,10,juān
2236,姊,zi2,elder sister,女,7,zǐ
2237,骚,sou1,"harass, bother, annoy, disturb",馬,12,sāo
2238,拓,tok3,expand; open up; support or push,手,8,tà
2239,歪,waai1,"slant; inclined; askewd, awry",止,9,wāi
2240,粘,nim1,"viscous, mucous; glutinous",米,11,zhān
2241,柄,beng.3,"handle, lever, knob; authority",木,9,bǐng
2242,坑,haang1,"pit, hole; bury, trap; harry",土,7,kēng
2243,陌,mak6,foot path between rice fields,阜,8,mò
2244,窄,zaak3,"narrow, tight; narrow-minded",穴,10,zhǎi
2245,湘,soeng1,Hunan province,水,12,xiāng
2246,兆,siu6,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion,儿,6,zhào
2247,崖,ngaai4,"cliff, precipice; precipitous",山,11,yá
2248,骄,giu1,spirited horse; haughty,馬,9,jiāo
2249,刹,saat3,"temple, shrine, monastary",刀,8,shā
2250,鞭,bin.1,whip; whip; string of firecrackers,革,18,biān
2251,芒,mong4,Miscanthus sinensis,艸,6,máng
2252,筋,gan1,muscles; tendons,竹,12,jīn
2253,聘,ping3,"engage, employ; betroth",耳,13,pìn
2254,钩,ngau1,"hook, barb; sickle; stroke with",金,9,gōu
2255,棍,gwan3,"stick, cudgel; scoundrel",木,12,gùn
2256,嚷,joeng5,"shout, brawl, make uproar, cry",口,20,rǎng
2257,腺,sin3,gland,肉,13,xiàn
2258,弦,jin4,"string; hypotenuse, crescent",弓,8,xián
2259,焰,jim6,"flame, blaze; glowing, blazing",火,12,yàn
2260,耍,saa2,"frolic, play, amuse, play with",而,9,shuǎ
2261,俯,fu2,"bow down, face down, look down",人,10,fǔ
2262,厘,lei4,thousandth part of tael,厂,9,lí
2263,愣,ling6,be in a daze,心,12,lèng
2264,厦,haa6,"big building, mansion",厂,12,shà
2265,恳,han2,"sincere, earnest, cordial",心,10,kěn
2266,饶,jiu4,"bountiful, abundant, plentiful",食,9,ráo
2267,钉,deng1,"nail, spike; pursue closely",金,7,dīng
2268,寡,gwaa2,"widowed; alone, friendless",宀,14,guǎ
2269,憾,ham6,"to regret, remorse; dissatisfied",心,16,hàn
2270,摔,seot1,"fall ground, stumble, trip",手,14,shuāi
2271,叠,dip6,pile; be piled up; fold up,又,13,dié
2272,惹,je5,"irritate, vex, offend, incite",心,12,rě
2273,喻,jyu6,"metaphor, analogy; example; like",口,12,yù
2274,谱,pou2,"list, table; musical score",言,14,pǔ
2275,愧,kwai3,"ashamed, conscience-stricken",心,12,kuì
2276,煌,wong4,"bright, shining, luminous",火,13,huáng
2277,徽,fai1,"a badge, insignia",彳,17,huī
2278,溶,jung4,"to melt, dissolve; overflowing with",水,13,róng
2279,坠,zeoi6,"fall down, drop, sink, go to ruin",土,7,zhuì
2280,煞,saat3,"malignant deity; baleful, noxious; strike dead",火,13,shā
2281,巾,gan1,kerchief; towel; turban; KangXi radical number 50,巾,3,jīn
2282,滥,laam5,"flood, overflow; excessive",水,13,làn
2283,洒,saa2,sprinkle; scatter; pour; to wipe away; to shiver,水,9,sǎ
2284,堵,dou2,"wall; stop, prevent; stop up",土,11,dǔ
2285,瓷,ci4,"crockery, porcelain, chinaware",瓦,10,cí
2286,咒,zau3,"curse, damn, incantation",口,8,zhòu
2287,姨,ji4,,女,9,yí
2288,棒,paang.5,"stick, club, truncheon; hit",木,12,bàng
2289,郡,gwan6,administrative division,邑,9,jùn
2290,浴,juk6,"bathe, wash; bath",水,10,yù
2291,媚,mei6,"charming, attractive; flatter",女,12,mèi
2292,稣,sou1,"revive, to rise again; collect",魚,13,sū
2293,淮,waai4,river in Anhui province,水,11,huái
2294,哎,aai.1,interjection of surprise,口,8,āi
2295,屁,pei3,break wind; fart; buttocks,尸,7,pì
2296,漆,cat1,"varnish, lacquer, paint",水,14,qī
2297,淫,jam4,"obscene, licentious, lewd",水,11,yín
2298,巢,caau4,"nest, living quarter in tree",巛,11,cháo
2299,吩,fan1,"order, command, instruct",口,7,fēn
2300,撰,zaan6,"compose, write, compile",手,15,zhuàn
2301,啸,siu3,"roar, howl, scream; whistle",口,11,xiào
2302,滞,zai6,"block up, obstruct; stagnant",水,12,zhì
